event_id,entity_type,entity_id,from_state,to_state,at,actor,process_id,synthetic
EV-H057-07,work_orders,WO-H057,ready,delivered,2026-08-21T17:00:00Z,Operador demo,PROC-H057,1
EV-H058-00,work_orders,WO-H058,initial,received,2026-08-20T20:00:00Z,Operador demo,PROC-H058,1
EV-H058-01,work_orders,WO-H058,received,inspected,2026-08-20T21:25:42.857143Z,Operador demo,PROC-H058,1
EV-H058-02,work_orders,WO-H058,inspected,authorized,2026-08-20T22:51:25.714286Z,Operador demo,PROC-H058,1
EV-H058-03,work_orders,WO-H058,authorized,scheduled,2026-08-21T00:17:08.571429Z,Operador demo,PROC-H058,1
EV-H058-04,work_orders,WO-H058,scheduled,in_service,2026-08-21T01:42:51.428571Z,Operador demo,PROC-H058,1
EV-H058-05,work_orders,WO-H058,in_service,quality_check,2026-08-21T03:08:34.285714Z,Operador demo,PROC-H058,1
EV-H058-06,work_orders,WO-H058,quality_check,ready,2026-08-21T04:34:17.142857Z,Operador demo,PROC-H058,1
EV-H058-07,work_orders,WO-H058,ready,delivered,2026-08-21T06:00:00Z,Operador demo,PROC-H058,1
EV-H059-00,work_orders,WO-H059,initial,received,2026-08-20T07:00:00Z,Operador demo,PROC-H059,1
EV-H059-01,work_orders,WO-H059,received,inspected,2026-08-20T08:42:51.428571Z,Operador demo,PROC-H059,1
EV-H059-02,work_orders,WO-H059,inspected,authorized,2026-08-20T10:25:42.857143Z,Operador demo,PROC-H059,1
EV-H059-03,work_orders,WO-H059,authorized,scheduled,2026-08-20T12:08:34.285714Z,Operador demo,PROC-H059,1
EV-H059-04,work_orders,WO-H059,scheduled,in_service,2026-08-20T13:51:25.714286Z,Operador demo,PROC-H059,1
EV-H059-05,work_orders,WO-H059,in_service,quality_check,2026-08-20T15:34:17.142857Z,Operador demo,PROC-H059,1
EV-H059-06,work_orders,WO-H059,quality_check,ready,2026-08-20T17:17:08.571429Z,Operador demo,PROC-H059,1
EV-H059-07,work_orders,WO-H059,ready,delivered,2026-08-20T19:00:00Z,Operador demo,PROC-H059,1
EV-H060-00,work_orders,WO-H060,initial,received,2026-08-19T18:00:00Z,Operador demo,PROC-H060,1
EV-H060-01,work_orders,WO-H060,received,inspected,2026-08-19T19:16:21.818182Z,Operador demo,PROC-H060,1
EV-H060-02,work_orders,WO-H060,inspected,authorized,2026-08-19T20:32:43.636364Z,Operador demo,PROC-H060,1
EV-H060-03,work_orders,WO-H060,authorized,waiting_parts,2026-08-19T21:49:05.454545Z,Operador demo,PROC-H060,1
EV-H060-04,work_orders,WO-H060,waiting_parts,scheduled,2026-08-19T23:05:27.272727Z,Operador demo,PROC-H060,1
EV-H060-05,work_orders,WO-H060,scheduled,in_service,2026-08-20T00:21:49.090909Z,Operador demo,PROC-H060,1
EV-H060-06,work_orders,WO-H060,in_service,quality_check,2026-08-20T01:38:10.909091Z,Operador demo,PROC-H060,1
EV-H060-07,work_orders,WO-H060,quality_check,rework,2026-08-20T02:54:32.727273Z,Operador demo,PROC-H060,1
EV-H060-08,work_orders,WO-H060,rework,in_service,2026-08-20T04:10:54.545455Z,Operador demo,PROC-H060,1
EV-H060-09,work_orders,WO-H060,in_service,quality_check,2026-08-20T05:27:16.363636Z,Operador demo,PROC-H060,1
EV-H060-10,work_orders,WO-H060,quality_check,ready,2026-08-20T06:43:38.181818Z,Operador demo,PROC-H060,1
EV-H060-11,work_orders,WO-H060,ready,delivered,2026-08-20T08:00:00Z,Operador demo,PROC-H060,1
EV-H061-00,work_orders,WO-H061,initial,received,2026-08-19T05:00:00Z,Operador demo,PROC-H061,1
EV-H061-01,work_orders,WO-H061,received,inspected,2026-08-19T07:17:08.571429Z,Operador demo,PROC-H061,1
EV-H061-02,work_orders,WO-H061,inspected,authorized,2026-08-19T09:34:17.142857Z,Operador demo,PROC-H061,1
EV-H061-03,work_orders,WO-H061,authorized,scheduled,2026-08-19T11:51:25.714286Z,Operador demo,PROC-H061,1
EV-H061-04,work_orders,WO-H061,scheduled,in_service,2026-08-19T14:08:34.285714Z,Operador demo,PROC-H061,1
EV-H061-05,work_orders,WO-H061,in_service,quality_check,2026-08-19T16:25:42.857143Z,Operador demo,PROC-H061,1
EV-H061-06,work_orders,WO-H061,quality_check,ready,2026-08-19T18:42:51.428571Z,Operador demo,PROC-H061,1
EV-H061-07,work_orders,WO-H061,ready,delivered,2026-08-19T21:00:00Z,Operador demo,PROC-H061,1
EV-H062-00,work_orders,WO-H062,initial,received,2026-08-18T16:00:00Z,Operador demo,PROC-H062,1
EV-H062-01,work_orders,WO-H062,received,inspected,2026-08-18T18:34:17.142857Z,Operador demo,PROC-H062,1
EV-H062-02,work_orders,WO-H062,inspected,authorized,2026-08-18T21:08:34.285714Z,Operador demo,PROC-H062,1
EV-H062-03,work_orders,WO-H062,authorized,scheduled,2026-08-18T23:42:51.428571Z,Operador demo,PROC-H062,1
EV-H062-04,work_orders,WO-H062,scheduled,in_service,2026-08-19T02:17:08.571429Z,Operador demo,PROC-H062,1
EV-H062-05,work_orders,WO-H062,in_service,quality_check,2026-08-19T04:51:25.714286Z,Operador demo,PROC-H062,1
EV-H062-06,work_orders,WO-H062,quality_check,ready,2026-08-19T07:25:42.857143Z,Operador demo,PROC-H062,1
EV-H062-07,work_orders,WO-H062,ready,delivered,2026-08-19T10:00:00Z,Operador demo,PROC-H062,1
EV-H063-00,work_orders,WO-H063,initial,received,2026-08-18T03:00:00Z,Operador demo,PROC-H063,1
EV-H063-01,work_orders,WO-H063,received,inspected,2026-08-18T11:08:34.285714Z,Operador demo,PROC-H063,1
EV-H063-02,work_orders,WO-H063,inspected,authorized,2026-08-18T19:17:08.571429Z,Operador demo,PROC-H063,1
EV-H063-03,work_orders,WO-H063,authorized,scheduled,2026-08-19T03:25:42.857143Z,Operador demo,PROC-H063,1
EV-H063-04,work_orders,WO-H063,scheduled,in_service,2026-08-19T11:34:17.142857Z,Operador demo,PROC-H063,1
EV-H063-05,work_orders,WO-H063,in_service,quality_check,2026-08-19T19:42:51.428571Z,Operador demo,PROC-H063,1
EV-H063-06,work_orders,WO-H063,quality_check,ready,2026-08-20T03:51:25.714286Z,Operador demo,PROC-H063,1
EV-H063-07,work_orders,WO-H063,ready,delivered,2026-08-20T12:00:00Z,Operador demo,PROC-H063,1
EV-H064-00,work_orders,WO-H064,initial,received,2026-08-17T14:00:00Z,Operador demo,PROC-H064,1
EV-H064-01,work_orders,WO-H064,received,inspected,2026-08-17T15:08:34.285714Z,Operador demo,PROC-H064,1
EV-H064-02,work_orders,WO-H064,inspected,authorized,2026-08-17T16:17:08.571429Z,Operador demo,PROC-H064,1
EV-H064-03,work_orders,WO-H064,authorized,scheduled,2026-08-17T17:25:42.857143Z,Operador demo,PROC-H064,1
EV-H064-04,work_orders,WO-H064,scheduled,in_service,2026-08-17T18:34:17.142857Z,Operador demo,PROC-H064,1
EV-H064-05,work_orders,WO-H064,in_service,quality_check,2026-08-17T19:42:51.428571Z,Operador demo,PROC-H064,1
EV-H064-06,work_orders,WO-H064,quality_check,ready,2026-08-17T20:51:25.714286Z,Operador demo,PROC-H064,1
EV-H064-07,work_orders,WO-H064,ready,delivered,2026-08-17T22:00:00Z,Operador demo,PROC-H064,1
EV-H065-00,work_orders,WO-H065,initial,received,2026-08-17T01:00:00Z,Operador demo,PROC-H065,1
EV-H065-01,work_orders,WO-H065,received,inspected,2026-08-17T02:25:42.857143Z,Operador demo,PROC-H065,1
EV-H065-02,work_orders,WO-H065,inspected,authorized,2026-08-17T03:51:25.714286Z,Operador demo,PROC-H065,1
EV-H065-03,work_orders,WO-H065,authorized,scheduled,2026-08-17T05:17:08.571429Z,Operador demo,PROC-H065,1
EV-H065-04,work_orders,WO-H065,scheduled,in_service,2026-08-17T06:42:51.428571Z,Operador demo,PROC-H065,1
EV-H065-05,work_orders,WO-H065,in_service,quality_check,2026-08-17T08:08:34.285714Z,Operador demo,PROC-H065,1
EV-H065-06,work_orders,WO-H065,quality_check,ready,2026-08-17T09:34:17.142857Z,Operador demo,PROC-H065,1
EV-H065-07,work_orders,WO-H065,ready,delivered,2026-08-17T11:00:00Z,Operador demo,PROC-H065,1
EV-H066-00,work_orders,WO-H066,initial,received,2026-08-16T12:00:00Z,Operador demo,PROC-H066,1
EV-H066-01,work_orders,WO-H066,received,inspected,2026-08-16T13:42:51.428571Z,Operador demo,PROC-H066,1
EV-H066-02,work_orders,WO-H066,inspected,authorized,2026-08-16T15:25:42.857143Z,Operador demo,PROC-H066,1
EV-H066-03,work_orders,WO-H066,authorized,scheduled,2026-08-16T17:08:34.285714Z,Operador demo,PROC-H066,1
EV-H066-04,work_orders,WO-H066,scheduled,in_service,2026-08-16T18:51:25.714286Z,Operador demo,PROC-H066,1
EV-H066-05,work_orders,WO-H066,in_service,quality_check,2026-08-16T20:34:17.142857Z,Operador demo,PROC-H066,1
EV-H066-06,work_orders,WO-H066,quality_check,ready,2026-08-16T22:17:08.571429Z,Operador demo,PROC-H066,1
EV-H066-07,work_orders,WO-H066,ready,delivered,2026-08-17T00:00:00Z,Operador demo,PROC-H066,1
EV-H067-00,work_orders,WO-H067,initial,received,2026-08-15T23:00:00Z,Operador demo,PROC-H067,1
EV-H067-01,work_orders,WO-H067,received,inspected,2026-08-16T01:00:00Z,Operador demo,PROC-H067,1
EV-H067-02,work_orders,WO-H067,inspected,authorized,2026-08-16T03:00:00Z,Operador demo,PROC-H067,1
EV-H067-03,work_orders,WO-H067,authorized,scheduled,2026-08-16T05:00:00Z,Operador demo,PROC-H067,1
EV-H067-04,work_orders,WO-H067,scheduled,in_service,2026-08-16T07:00:00Z,Operador demo,PROC-H067,1
EV-H067-05,work_orders,WO-H067,in_service,quality_check,2026-08-16T09:00:00Z,Operador demo,PROC-H067,1
EV-H067-06,work_orders,WO-H067,quality_check,ready,2026-08-16T11:00:00Z,Operador demo,PROC-H067,1
EV-H067-07,work_orders,WO-H067,ready,delivered,2026-08-16T13:00:00Z,Operador demo,PROC-H067,1
EV-H068-00,work_orders,WO-H068,initial,received,2026-08-15T10:00:00Z,Operador demo,PROC-H068,1
EV-H068-01,work_orders,WO-H068,received,inspected,2026-08-15T12:17:08.571429Z,Operador demo,PROC-H068,1
EV-H068-02,work_orders,WO-H068,inspected,authorized,2026-08-15T14:34:17.142857Z,Operador demo,PROC-H068,1
EV-H068-03,work_orders,WO-H068,authorized,scheduled,2026-08-15T16:51:25.714286Z,Operador demo,PROC-H068,1
EV-H068-04,work_orders,WO-H068,scheduled,in_service,2026-08-15T19:08:34.285714Z,Operador demo,PROC-H068,1
EV-H068-05,work_orders,WO-H068,in_service,quality_check,2026-08-15T21:25:42.857143Z,Operador demo,PROC-H068,1
EV-H068-06,work_orders,WO-H068,quality_check,ready,2026-08-15T23:42:51.428571Z,Operador demo,PROC-H068,1
EV-H068-07,work_orders,WO-H068,ready,delivered,2026-08-16T02:00:00Z,Operador demo,PROC-H068,1
EV-H069-00,work_orders,WO-H069,initial,received,2026-08-14T21:00:00Z,Operador demo,PROC-H069,1
EV-H069-01,work_orders,WO-H069,received,inspected,2026-08-14T23:34:17.142857Z,Operador demo,PROC-H069,1
EV-H069-02,work_orders,WO-H069,inspected,authorized,2026-08-15T02:08:34.285714Z,Operador demo,PROC-H069,1
EV-H069-03,work_orders,WO-H069,authorized,scheduled,2026-08-15T04:42:51.428571Z,Operador demo,PROC-H069,1
EV-H069-04,work_orders,WO-H069,scheduled,in_service,2026-08-15T07:17:08.571429Z,Operador demo,PROC-H069,1
EV-H069-05,work_orders,WO-H069,in_service,quality_check,2026-08-15T09:51:25.714286Z,Operador demo,PROC-H069,1
EV-H069-06,work_orders,WO-H069,quality_check,ready,2026-08-15T12:25:42.857143Z,Operador demo,PROC-H069,1
EV-H069-07,work_orders,WO-H069,ready,delivered,2026-08-15T15:00:00Z,Operador demo,PROC-H069,1
EV-H070-00,work_orders,WO-H070,initial,received,2026-08-14T08:00:00Z,Operador demo,PROC-H070,1
EV-H070-01,work_orders,WO-H070,received,inspected,2026-08-14T08:32:43.636364Z,Operador demo,PROC-H070,1
EV-H070-02,work_orders,WO-H070,inspected,authorized,2026-08-14T09:05:27.272727Z,Operador demo,PROC-H070,1
EV-H070-03,work_orders,WO-H070,authorized,waiting_parts,2026-08-14T09:38:10.909091Z,Operador demo,PROC-H070,1
EV-H070-04,work_orders,WO-H070,waiting_parts,scheduled,2026-08-14T10:10:54.545455Z,Operador demo,PROC-H070,1
EV-H070-05,work_orders,WO-H070,scheduled,in_service,2026-08-14T10:43:38.181818Z,Operador demo,PROC-H070,1
EV-H070-06,work_orders,WO-H070,in_service,quality_check,2026-08-14T11:16:21.818182Z,Operador demo,PROC-H070,1
EV-H070-07,work_orders,WO-H070,quality_check,rework,2026-08-14T11:49:05.454545Z,Operador demo,PROC-H070,1
EV-H070-08,work_orders,WO-H070,rework,in_service,2026-08-14T12:21:49.090909Z,Operador demo,PROC-H070,1
EV-H070-09,work_orders,WO-H070,in_service,quality_check,2026-08-14T12:54:32.727273Z,Operador demo,PROC-H070,1
EV-H070-10,work_orders,WO-H070,quality_check,ready,2026-08-14T13:27:16.363636Z,Operador demo,PROC-H070,1
EV-H070-11,work_orders,WO-H070,ready,delivered,2026-08-14T14:00:00Z,Operador demo,PROC-H070,1
EV-H071-00,work_orders,WO-H071,initial,received,2026-08-13T19:00:00Z,Operador demo,PROC-H071,1
EV-H071-01,work_orders,WO-H071,received,inspected,2026-08-13T20:08:34.285714Z,Operador demo,PROC-H071,1
EV-H071-02,work_orders,WO-H071,inspected,authorized,2026-08-13T21:17:08.571429Z,Operador demo,PROC-H071,1
EV-H071-03,work_orders,WO-H071,authorized,scheduled,2026-08-13T22:25:42.857143Z,Operador demo,PROC-H071,1
EV-H071-04,work_orders,WO-H071,scheduled,in_service,2026-08-13T23:34:17.142857Z,Operador demo,PROC-H071,1
EV-H071-05,work_orders,WO-H071,in_service,quality_check,2026-08-14T00:42:51.428571Z,Operador demo,PROC-H071,1
EV-H071-06,work_orders,WO-H071,quality_check,ready,2026-08-14T01:51:25.714286Z,Operador demo,PROC-H071,1
EV-H071-07,work_orders,WO-H071,ready,delivered,2026-08-14T03:00:00Z,Operador demo,PROC-H071,1
EV-H072-00,work_orders,WO-H072,initial,received,2026-08-13T06:00:00Z,Operador demo,PROC-H072,1
EV-H072-01,work_orders,WO-H072,received,inspected,2026-08-13T13:42:51.428571Z,Operador demo,PROC-H072,1
EV-H072-02,work_orders,WO-H072,inspected,authorized,2026-08-13T21:25:42.857143Z,Operador demo,PROC-H072,1
EV-H072-03,work_orders,WO-H072,authorized,scheduled,2026-08-14T05:08:34.285714Z,Operador demo,PROC-H072,1
EV-H072-04,work_orders,WO-H072,scheduled,in_service,2026-08-14T12:51:25.714286Z,Operador demo,PROC-H072,1
EV-H072-05,work_orders,WO-H072,in_service,quality_check,2026-08-14T20:34:17.142857Z,Operador demo,PROC-H072,1
EV-H072-06,work_orders,WO-H072,quality_check,ready,2026-08-15T04:17:08.571429Z,Operador demo,PROC-H072,1
EV-H072-07,work_orders,WO-H072,ready,delivered,2026-08-15T12:00:00Z,Operador demo,PROC-H072,1
EV-H073-00,work_orders,WO-H073,initial,received,2026-08-12T17:00:00Z,Operador demo,PROC-H073,1
EV-H073-01,work_orders,WO-H073,received,inspected,2026-08-12T18:42:51.428571Z,Operador demo,PROC-H073,1
EV-H073-02,work_orders,WO-H073,inspected,authorized,2026-08-12T20:25:42.857143Z,Operador demo,PROC-H073,1
EV-H073-03,work_orders,WO-H073,authorized,scheduled,2026-08-12T22:08:34.285714Z,Operador demo,PROC-H073,1
EV-H073-04,work_orders,WO-H073,scheduled,in_service,2026-08-12T23:51:25.714286Z,Operador demo,PROC-H073,1
EV-H073-05,work_orders,WO-H073,in_service,quality_check,2026-08-13T01:34:17.142857Z,Operador demo,PROC-H073,1
EV-H073-06,work_orders,WO-H073,quality_check,ready,2026-08-13T03:17:08.571429Z,Operador demo,PROC-H073,1
EV-H073-07,work_orders,WO-H073,ready,delivered,2026-08-13T05:00:00Z,Operador demo,PROC-H073,1
EV-H074-00,work_orders,WO-H074,initial,received,2026-08-12T04:00:00Z,Operador demo,PROC-H074,1
EV-H074-01,work_orders,WO-H074,received,inspected,2026-08-12T06:00:00Z,Operador demo,PROC-H074,1
EV-H074-02,work_orders,WO-H074,inspected,authorized,2026-08-12T08:00:00Z,Operador demo,PROC-H074,1
EV-H074-03,work_orders,WO-H074,authorized,scheduled,2026-08-12T10:00:00Z,Operador demo,PROC-H074,1
EV-H074-04,work_orders,WO-H074,scheduled,in_service,2026-08-12T12:00:00Z,Operador demo,PROC-H074,1
EV-H074-05,work_orders,WO-H074,in_service,quality_check,2026-08-12T14:00:00Z,Operador demo,PROC-H074,1
EV-H074-06,work_orders,WO-H074,quality_check,ready,2026-08-12T16:00:00Z,Operador demo,PROC-H074,1
EV-H074-07,work_orders,WO-H074,ready,delivered,2026-08-12T18:00:00Z,Operador demo,PROC-H074,1
EV-H075-00,work_orders,WO-H075,initial,received,2026-08-11T15:00:00Z,Operador demo,PROC-H075,1
EV-H075-01,work_orders,WO-H075,received,inspected,2026-08-11T17:17:08.571429Z,Operador demo,PROC-H075,1
EV-H075-02,work_orders,WO-H075,inspected,authorized,2026-08-11T19:34:17.142857Z,Operador demo,PROC-H075,1
EV-H075-03,work_orders,WO-H075,authorized,scheduled,2026-08-11T21:51:25.714286Z,Operador demo,PROC-H075,1
EV-H075-04,work_orders,WO-H075,scheduled,in_service,2026-08-12T00:08:34.285714Z,Operador demo,PROC-H075,1
EV-H075-05,work_orders,WO-H075,in_service,quality_check,2026-08-12T02:25:42.857143Z,Operador demo,PROC-H075,1
EV-H075-06,work_orders,WO-H075,quality_check,ready,2026-08-12T04:42:51.428571Z,Operador demo,PROC-H075,1
EV-H075-07,work_orders,WO-H075,ready,delivered,2026-08-12T07:00:00Z,Operador demo,PROC-H075,1
EV-H076-00,work_orders,WO-H076,initial,received,2026-08-11T02:00:00Z,Operador demo,PROC-H076,1
EV-H076-01,work_orders,WO-H076,received,inspected,2026-08-11T04:34:17.142857Z,Operador demo,PROC-H076,1
EV-H076-02,work_orders,WO-H076,inspected,authorized,2026-08-11T07:08:34.285714Z,Operador demo,PROC-H076,1
EV-H076-03,work_orders,WO-H076,authorized,scheduled,2026-08-11T09:42:51.428571Z,Operador demo,PROC-H076,1
EV-H076-04,work_orders,WO-H076,scheduled,in_service,2026-08-11T12:17:08.571429Z,Operador demo,PROC-H076,1
EV-H076-05,work_orders,WO-H076,in_service,quality_check,2026-08-11T14:51:25.714286Z,Operador demo,PROC-H076,1
EV-H076-06,work_orders,WO-H076,quality_check,ready,2026-08-11T17:25:42.857143Z,Operador demo,PROC-H076,1
EV-H076-07,work_orders,WO-H076,ready,delivered,2026-08-11T20:00:00Z,Operador demo,PROC-H076,1
EV-H077-00,work_orders,WO-H077,initial,received,2026-08-10T13:00:00Z,Operador demo,PROC-H077,1
EV-H077-01,work_orders,WO-H077,received,inspected,2026-08-10T13:51:25.714286Z,Operador demo,PROC-H077,1
EV-H077-02,work_orders,WO-H077,inspected,authorized,2026-08-10T14:42:51.428571Z,Operador demo,PROC-H077,1
EV-H077-03,work_orders,WO-H077,authorized,scheduled,2026-08-10T15:34:17.142857Z,Operador demo,PROC-H077,1
EV-H077-04,work_orders,WO-H077,scheduled,in_service,2026-08-10T16:25:42.857143Z,Operador demo,PROC-H077,1
EV-H077-05,work_orders,WO-H077,in_service,quality_check,2026-08-10T17:17:08.571429Z,Operador demo,PROC-H077,1
EV-H077-06,work_orders,WO-H077,quality_check,ready,2026-08-10T18:08:34.285714Z,Operador demo,PROC-H077,1
EV-H077-07,work_orders,WO-H077,ready,delivered,2026-08-10T19:00:00Z,Operador demo,PROC-H077,1
EV-H078-00,work_orders,WO-H078,initial,received,2026-08-10T00:00:00Z,Operador demo,PROC-H078,1
EV-H078-01,work_orders,WO-H078,received,inspected,2026-08-10T01:08:34.285714Z,Operador demo,PROC-H078,1
EV-H078-02,work_orders,WO-H078,inspected,authorized,2026-08-10T02:17:08.571429Z,Operador demo,PROC-H078,1
EV-H078-03,work_orders,WO-H078,authorized,scheduled,2026-08-10T03:25:42.857143Z,Operador demo,PROC-H078,1
EV-H078-04,work_orders,WO-H078,scheduled,in_service,2026-08-10T04:34:17.142857Z,Operador demo,PROC-H078,1
EV-H078-05,work_orders,WO-H078,in_service,quality_check,2026-08-10T05:42:51.428571Z,Operador demo,PROC-H078,1
EV-H078-06,work_orders,WO-H078,quality_check,ready,2026-08-10T06:51:25.714286Z,Operador demo,PROC-H078,1
EV-H078-07,work_orders,WO-H078,ready,delivered,2026-08-10T08:00:00Z,Operador demo,PROC-H078,1
EV-H079-00,work_orders,WO-H079,initial,received,2026-08-09T11:00:00Z,Operador demo,PROC-H079,1
EV-H079-01,work_orders,WO-H079,received,inspected,2026-08-09T12:25:42.857143Z,Operador demo,PROC-H079,1
EV-H079-02,work_orders,WO-H079,inspected,authorized,2026-08-09T13:51:25.714286Z,Operador demo,PROC-H079,1
EV-H079-03,work_orders,WO-H079,authorized,scheduled,2026-08-09T15:17:08.571429Z,Operador demo,PROC-H079,1
EV-H079-04,work_orders,WO-H079,scheduled,in_service,2026-08-09T16:42:51.428571Z,Operador demo,PROC-H079,1
EV-H079-05,work_orders,WO-H079,in_service,quality_check,2026-08-09T18:08:34.285714Z,Operador demo,PROC-H079,1
EV-H079-06,work_orders,WO-H079,quality_check,ready,2026-08-09T19:34:17.142857Z,Operador demo,PROC-H079,1
EV-H079-07,work_orders,WO-H079,ready,delivered,2026-08-09T21:00:00Z,Operador demo,PROC-H079,1
EV-H080-00,work_orders,WO-H080,initial,received,2026-08-08T22:00:00Z,Operador demo,PROC-H080,1
EV-H080-01,work_orders,WO-H080,received,inspected,2026-08-08T23:05:27.272727Z,Operador demo,PROC-H080,1
EV-H080-02,work_orders,WO-H080,inspected,authorized,2026-08-09T00:10:54.545455Z,Operador demo,PROC-H080,1
EV-H080-03,work_orders,WO-H080,authorized,waiting_parts,2026-08-09T01:16:21.818182Z,Operador demo,PROC-H080,1
EV-H080-04,work_orders,WO-H080,waiting_parts,scheduled,2026-08-09T02:21:49.090909Z,Operador demo,PROC-H080,1
EV-H080-05,work_orders,WO-H080,scheduled,in_service,2026-08-09T03:27:16.363636Z,Operador demo,PROC-H080,1
EV-H080-06,work_orders,WO-H080,in_service,quality_check,2026-08-09T04:32:43.636364Z,Operador demo,PROC-H080,1
EV-H080-07,work_orders,WO-H080,quality_check,rework,2026-08-09T05:38:10.909091Z,Operador demo,PROC-H080,1
EV-H080-08,work_orders,WO-H080,rework,in_service,2026-08-09T06:43:38.181818Z,Operador demo,PROC-H080,1
EV-H080-09,work_orders,WO-H080,in_service,quality_check,2026-08-09T07:49:05.454545Z,Operador demo,PROC-H080,1
EV-H080-10,work_orders,WO-H080,quality_check,ready,2026-08-09T08:54:32.727273Z,Operador demo,PROC-H080,1
EV-H080-11,work_orders,WO-H080,ready,delivered,2026-08-09T10:00:00Z,Operador demo,PROC-H080,1
EV-H081-00,work_orders,WO-H081,initial,received,2026-08-08T09:00:00Z,Operador demo,PROC-H081,1
EV-H081-01,work_orders,WO-H081,received,inspected,2026-08-08T18:00:00Z,Operador demo,PROC-H081,1
EV-H081-02,work_orders,WO-H081,inspected,authorized,2026-08-09T03:00:00Z,Operador demo,PROC-H081,1
EV-H081-03,work_orders,WO-H081,authorized,scheduled,2026-08-09T12:00:00Z,Operador demo,PROC-H081,1
EV-H081-04,work_orders,WO-H081,scheduled,in_service,2026-08-09T21:00:00Z,Operador demo,PROC-H081,1
EV-H081-05,work_orders,WO-H081,in_service,quality_check,2026-08-10T06:00:00Z,Operador demo,PROC-H081,1
EV-H081-06,work_orders,WO-H081,quality_check,ready,2026-08-10T15:00:00Z,Operador demo,PROC-H081,1
EV-H081-07,work_orders,WO-H081,ready,delivered,2026-08-11T00:00:00Z,Operador demo,PROC-H081,1
EV-H082-00,work_orders,WO-H082,initial,received,2026-08-07T20:00:00Z,Operador demo,PROC-H082,1
EV-H082-01,work_orders,WO-H082,received,inspected,2026-08-07T22:17:08.571429Z,Operador demo,PROC-H082,1
EV-H082-02,work_orders,WO-H082,inspected,authorized,2026-08-08T00:34:17.142857Z,Operador demo,PROC-H082,1
EV-H082-03,work_orders,WO-H082,authorized,scheduled,2026-08-08T02:51:25.714286Z,Operador demo,PROC-H082,1
EV-H082-04,work_orders,WO-H082,scheduled,in_service,2026-08-08T05:08:34.285714Z,Operador demo,PROC-H082,1
EV-H082-05,work_orders,WO-H082,in_service,quality_check,2026-08-08T07:25:42.857143Z,Operador demo,PROC-H082,1
EV-H082-06,work_orders,WO-H082,quality_check,ready,2026-08-08T09:42:51.428571Z,Operador demo,PROC-H082,1
EV-H082-07,work_orders,WO-H082,ready,delivered,2026-08-08T12:00:00Z,Operador demo,PROC-H082,1
EV-H083-00,work_orders,WO-H083,initial,received,2026-08-07T07:00:00Z,Operador demo,PROC-H083,1
EV-H083-01,work_orders,WO-H083,received,inspected,2026-08-07T09:34:17.142857Z,Operador demo,PROC-H083,1
EV-H083-02,work_orders,WO-H083,inspected,authorized,2026-08-07T12:08:34.285714Z,Operador demo,PROC-H083,1
EV-H083-03,work_orders,WO-H083,authorized,scheduled,2026-08-07T14:42:51.428571Z,Operador demo,PROC-H083,1
EV-H083-04,work_orders,WO-H083,scheduled,in_service,2026-08-07T17:17:08.571429Z,Operador demo,PROC-H083,1
EV-H083-05,work_orders,WO-H083,in_service,quality_check,2026-08-07T19:51:25.714286Z,Operador demo,PROC-H083,1
EV-H083-06,work_orders,WO-H083,quality_check,ready,2026-08-07T22:25:42.857143Z,Operador demo,PROC-H083,1
EV-H083-07,work_orders,WO-H083,ready,delivered,2026-08-08T01:00:00Z,Operador demo,PROC-H083,1
EV-H084-00,work_orders,WO-H084,initial,received,2026-08-06T18:00:00Z,Operador demo,PROC-H084,1
EV-H084-01,work_orders,WO-H084,received,inspected,2026-08-06T18:51:25.714286Z,Operador demo,PROC-H084,1
EV-H084-02,work_orders,WO-H084,inspected,authorized,2026-08-06T19:42:51.428571Z,Operador demo,PROC-H084,1
EV-H084-03,work_orders,WO-H084,authorized,scheduled,2026-08-06T20:34:17.142857Z,Operador demo,PROC-H084,1
EV-H084-04,work_orders,WO-H084,scheduled,in_service,2026-08-06T21:25:42.857143Z,Operador demo,PROC-H084,1
EV-H084-05,work_orders,WO-H084,in_service,quality_check,2026-08-06T22:17:08.571429Z,Operador demo,PROC-H084,1
EV-H084-06,work_orders,WO-H084,quality_check,ready,2026-08-06T23:08:34.285714Z,Operador demo,PROC-H084,1
EV-H084-07,work_orders,WO-H084,ready,delivered,2026-08-07T00:00:00Z,Operador demo,PROC-H084,1
EV-H085-00,work_orders,WO-H085,initial,received,2026-08-06T05:00:00Z,Operador demo,PROC-H085,1
EV-H085-01,work_orders,WO-H085,received,inspected,2026-08-06T06:08:34.285714Z,Operador demo,PROC-H085,1
EV-H085-02,work_orders,WO-H085,inspected,authorized,2026-08-06T07:17:08.571429Z,Operador demo,PROC-H085,1
EV-H085-03,work_orders,WO-H085,authorized,scheduled,2026-08-06T08:25:42.857143Z,Operador demo,PROC-H085,1
EV-H085-04,work_orders,WO-H085,scheduled,in_service,2026-08-06T09:34:17.142857Z,Operador demo,PROC-H085,1
EV-H085-05,work_orders,WO-H085,in_service,quality_check,2026-08-06T10:42:51.428571Z,Operador demo,PROC-H085,1
EV-H085-06,work_orders,WO-H085,quality_check,ready,2026-08-06T11:51:25.714286Z,Operador demo,PROC-H085,1
EV-H085-07,work_orders,WO-H085,ready,delivered,2026-08-06T13:00:00Z,Operador demo,PROC-H085,1
